x,y,z_current,spindle_current,force_phy,force_hybrid,delta_f,stiffness,delta_k
3.628604767461243341e+01,1.277754316055187900e+01,4.753348136281256409e+00,8.647231395043757374e+00,5.454762648572992845e+01,6.651031538710559232e+01,1.196268890137566565e+01,3.614305969552212900e+03,2.891444775641770661e+02
3.630605100850141298e+01,1.273705661267173284e+01,4.667935059529538577e+00,8.477154914755608672e+00,5.419938099814510224e+01,6.632631794521721247e+01,1.212693694707211201e+01,3.614592655076321080e+03,2.891674124061057114e+02
3.632605434239039965e+01,1.269676930413345062e+01,4.793532388645362907e+00,8.748622736181120629e+00,5.432600824521733074e+01,6.633210329735813104e+01,1.200609505214080031e+01,3.614876409520393281e+03,2.891901127616314966e+02
3.634605767627937922e+01,1.265668204186754053e+01,4.816103154423069910e+00,8.613344636147232336e+00,5.422002642189585941e+01,6.638686542564983029e+01,1.216683900375397442e+01,3.615157219711960352e+03,2.892125775769568463e+02
3.636606101016836590e+01,1.261679562526470733e+01,4.752598496039467157e+00,8.733107366972690855e+00,5.391972717124524195e+01,6.600010827260074109e+01,1.208038110135549914e+01,3.615435072857646446e+03,2.892348058286117407e+02
3.638606434405734547e+01,1.257711084615018216e+01,4.653513593841863916e+00,8.806620956531261868e+00,5.353889445285523863e+01,6.559834330638801703e+01,1.205944885353277130e+01,3.615709956540935309e+03,2.892567965232748293e+02
3.640606767794631793e+01,1.253762848875815905e+01,4.422141612546584888e+00,8.695962696397987912e+00,5.285989167135466005e+01,6.455491544473152032e+01,1.169502377337685495e+01,3.615981858719861066e+03,2.892785486975889171e+02
3.642607101183530460e+01,1.249834932970651025e+01,4.757583640782761414e+00,8.773677263547480010e+00,5.345623930951132508e+01,6.526104087596229419e+01,1.180480156645097267e+01,3.616250767724626712e+03,2.893000614179701415e+02
3.644607434572428417e+01,1.245927413797188166e+01,4.802054006328334346e+00,8.705681942693752617e+00,5.339712389207117837e+01,6.513171379523151927e+01,1.173458990316034445e+01,3.616516672255157118e+03,2.893213337804126013e+02
3.646607767961327085e+01,1.242040367486488606e+01,4.722925850234209300e+00,8.819702469341374140e+00,5.305943834737242071e+01,6.476836659729372059e+01,1.170892824992129633e+01,3.616779561378577910e+03,2.893423649102862214e+02
3.648608101350225041e+01,1.238173869400564797e+01,4.530115720557791548e+00,8.607037443884621553e+00,5.246563516353617729e+01,6.425031011479030951e+01,1.178467495125413222e+01,3.617039424526636594e+03,2.893631539621309230e+02
3.650608434739123709e+01,1.234327994129953510e+01,4.706584502230657385e+00,8.690614630843985111e+00,5.270203436845460487e+01,6.436264863876583320e+01,1.166061427031122477e+01,3.617296251493049112e+03,2.893837001194439154e+02
3.652608768128020955e+01,1.230502815491324675e+01,4.719012193308767422e+00,8.744358535597362092e+00,5.256897468564417153e+01,6.452345475621314108e+01,1.195448007056897133e+01,3.617550032430792271e+03,2.894040025944634067e+02
3.654609101516919623e+01,1.226698406525100360e+01,4.792789822369049269e+00,8.674474441287141957e+00,5.257338289307137558e+01,6.456226066114820128e+01,1.198887776807682215e+01,3.617800757849331148e+03,2.894240606279465169e+02
3.656609434905817579e+01,1.222914839493121164e+01,4.490546420167270902e+00,8.781054709967035521e+00,5.173204346053591252e+01,6.374155182830200772e+01,1.200950836776609343e+01,3.618048418611783291e+03,2.894438734889426428e+02
3.658609768294715536e+01,1.219152185876316530e+01,4.558417999270046650e+00,8.653451907671177779e+00,5.172231527131764039e+01,6.339177875961439668e+01,1.166946348829675983e+01,3.618293005932031974e+03,2.894634404745625602e+02
3.660610101683614204e+01,1.215410516372417682e+01,4.665144041973283251e+00,8.852670755727064744e+00,5.179940272581958993e+01,6.363667412283042779e+01,1.183727139701084141e+01,3.618534511371774897e+03,2.894827609097420122e+02
3.662610435072511450e+01,1.211689900893687799e+01,4.572206069483627289e+00,8.855971010305808022e+00,5.142738372206026298e+01,6.291495522559630871e+01,1.148757150353604750e+01,3.618772926837527848e+03,2.895018341470022278e+02
3.664610768461410117e+01,1.207990408564676343e+01,4.421050345311964058e+00,8.707803312543122232e+00,5.092422573949735920e+01,6.260722161127580421e+01,1.168299587177844678e+01,3.619008244577561982e+03,2.895206595662049835e+02
3.666611101850308074e+01,1.204312107720013358e+01,4.594664455191873387e+00,8.728456231052941661e+00,5.115016558038714578e+01,6.260983960009234295e+01,1.145967401970520072e+01,3.619240457178804263e+03,2.895392365743043683e+02
3.668611435239206742e+01,1.200655065902213892e+01,4.604099504715243540e+00,8.778560722009951078e+00,5.100687168541551131e+01,6.255501080189610974e+01,1.154813911648059843e+01,3.619469557563674243e+03,2.895575646050939440e+02
3.670611768628104699e+01,1.197019349859517945e+01,4.534934747771789176e+00,8.587198419860643028e+00,5.068667667723144632e+01,6.203983810458628056e+01,1.135316142735483247e+01,3.619695538986884912e+03,2.895756431189507794e+02
3.672612102017003366e+01,1.193405025543753872e+01,4.540418688704329853e+00,8.576129798107031021e+00,5.053368471555621966e+01,6.235357099587889707e+01,1.181988628032267741e+01,3.619918395032184890e+03,2.895934716025748230e+02
3.674612435405900612e+01,1.189812158108232509e+01,4.472684016029029763e+00,8.780487333014143303e+00,5.021593967800033909e+01,6.223738645094580590e+01,1.202144677294546682e+01,3.620138119609066052e+03,2.896110495687252637e+02
3.676612768794798569e+01,1.186240811905656400e+01,4.670754078786573338e+00,8.700745403227653441e+00,5.049430422016963860e+01,6.209875583930266885e+01,1.160445161913303025e+01,3.620354706949420233e+03,2.896283765559536505e+02
3.678613102183697237e+01,1.182691050486074502e+01,4.374881810118018244e+00,8.659526949255301531e+00,4.966388060644158742e+01,6.153519339352777706e+01,1.187131278708619320e+01,3.620568151604159539e+03,2.896454521283327495e+02
3.680613435572595193e+01,1.179162936594847011e+01,4.402063759540035370e+00,8.677326869385415975e+00,4.955796987203091675e+01,6.105510499896999477e+01,1.149713512693908157e+01,3.620778448439790736e+03,2.896622758751832407e+02
3.682613768961493861e+01,1.175656532170642876e+01,4.463411736587723944e+00,8.484311972369837918e+00,4.952826575557380551e+01,6.116344545467288896e+01,1.163517969909908345e+01,3.620985592634957811e+03,2.896788474107966067e+02
3.684614102350391818e+01,1.172171898343467511e+01,4.557093760741426358e+00,8.658677296339726936e+00,4.957062442696644666e+01,6.123602477430738844e+01,1.166540034734094355e+01,3.621189579676943595e+03,2.896951663741555194e+02
3.686614435739289775e+01,1.168709095432711464e+01,4.261435613379390475e+00,8.612374299032303782e+00,4.873957521350097011e+01,5.995247281868707034e+01,1.121289760518610201e+01,3.621390405358132284e+03,2.897112324286505896e+02
3.688614769128187731e+01,1.165268182945228759e+01,4.273361951206283038e+00,8.744728351311117365e+00,4.859787919100887166e+01,6.002606651978138785e+01,1.142818732877251442e+01,3.621588065772451955e+03,2.897270452617961496e+02
3.690615102517086399e+01,1.161849219573446135e+01,4.175524097426219328e+00,8.749518553022818779e+00,4.820976737973477810e+01,5.953102045299411316e+01,1.132125307325933683e+01,3.621782557311764776e+03,2.897426045849412048e+02
3.692615435905984356e+01,1.158452263193494147e+01,4.413406432754254816e+00,8.714652930624071203e+00,4.857368000892514459e+01,6.008964110731210440e+01,1.151596109838695625e+01,3.621973876662246767e+03,2.897579101329797595e+02
3.694615769294883023e+01,1.155077370863364372e+01,4.264696067203685104e+00,8.698726640724979475e+00,4.807084079764258178e+01,5.960049683521874897e+01,1.152965603757617075e+01,3.622162020800724349e+03,2.897729616640579593e+02
3.696616102683780269e+01,1.151724598821103740e+01,4.342135527293418562e+00,8.545842727847020370e+00,4.807435696157239846e+01,5.912740201875502066e+01,1.105304505718262398e+01,3.622346986990991809e+03,2.897877589592793584e+02
3.698616436072678226e+01,1.148394002483017573e+01,4.457015459172746219e+00,8.711391582707628700e+00,4.816130000914742482e+01,5.988275178142801991e+01,1.172145177228059509e+01,3.622528772780098279e+03,2.898023018224078555e+02
3.700616769461576894e+01,1.145085636441925026e+01,4.290013992846587243e+00,8.712970859225878328e+00,4.761653284532976471e+01,5.892026200004536918e+01,1.130372915471560624e+01,3.622707375994613358e+03,2.898165900795690959e+02
3.702617102850474851e+01,1.141799554465421807e+01,4.384083259859205661e+00,8.760682612374420586e+00,4.765607621457644427e+01,5.928755867025066806e+01,1.163148245567422379e+01,3.622882794736869073e+03,2.898306235789495418e+02
3.704617436239373518e+01,1.138535809494175588e+01,4.309721169910063487e+00,8.828941522692300481e+00,4.731812432225796528e+01,5.851340330481048824e+01,1.119527898255252474e+01,3.623055027381179116e+03,2.898444021904943497e+02
3.706617769628271475e+01,1.135294453640254630e+01,4.415590492632464503e+00,8.522466855916462691e+00,4.738327909141584371e+01,5.861205688823991267e+01,1.122877779682406896e+01,3.623224072570045337e+03,2.898579258056036565e+02
3.708618103017169432e+01,1.132075538185477903e+01,4.381230704713959589e+00,8.625150045096328100e+00,4.713417935742924669e+01,5.841129780717920994e+01,1.127711844974995969e+01,3.623389929210334685e+03,2.898711943368267612e+02
3.710618436406067389e+01,1.128879113579793980e+01,4.230446113451558077e+00,8.595172926929159019e+00,4.662425186453836545e+01,5.750688162603502462e+01,1.088262976149666095e+01,3.623552596469450236e+03,2.898842077175560235e+02
3.712618769794966056e+01,1.125705229439691202e+01,4.282487779317269982e+00,8.666650562723708262e+00,4.656784191283099261e+01,5.761739771456825565e+01,1.104955580173726126e+01,3.623712073771483574e+03,2.898969659017187155e+02
3.714619103183864013e+01,1.122553934546634302e+01,4.417208797432815359e+00,8.652187608045421641e+00,4.669598193805096997e+01,5.793077181036017009e+01,1.123478987230919657e+01,3.623868360793350348e+03,2.899094688634680210e+02
3.716619436572761970e+01,1.119425276845521466e+01,4.328384937241057884e+00,8.630624187651772417e+00,4.632374887329622482e+01,5.784045570386273027e+01,1.151670683056650368e+01,3.624021457460919464e+03,2.899217165968735799e+02
3.718619769961659927e+01,1.116319303443183841e+01,4.102751668928950934e+00,8.729764300685459943e+00,4.564534190193295871e+01,5.664233992677597485e+01,1.099699802484301436e+01,3.624171363945127268e+03,2.899337091156102133e+02
3.720620103350557883e+01,1.113236060606894640e+01,4.338256723906635415e+00,8.557618000503774525e+00,4.599770121705832082e+01,5.710509205426324542e+01,1.110739083720492459e+01,3.624318080658086274e+03,2.899454464526469337e+02
3.722620436739456551e+01,1.110175593762926560e+01,4.118613518793175388e+00,8.560586677557113333e+00,4.533218966167552821e+01,5.637968474085852222e+01,1.104749507918299400e+01,3.624461608249182518e+03,2.899569286599345901e+02
3.724620770128354508e+01,1.107137947495121466e+01,4.407442154353347519e+00,8.560053788699201860e+00,4.580287978122112236e+01,5.680154772791313889e+01,1.099866794669201653e+01,3.624601947601167467e+03,2.899681558080933996e+02
3.726621103517253175e+01,1.104123165543491680e+01,4.349996554838360119e+00,8.611251264065657551e+00,4.549928832326134653e+01,5.681046157316478684e+01,1.131117324990344031e+01,3.624739099826250822e+03,2.899791279861000817e+02
3.728621436906151132e+01,1.101131290802857521e+01,4.251046135647727375e+00,8.539846248418641039e+00,4.510269713989992368e+01,5.615434533702111253e+01,1.105164819712119062e+01,3.624873066262181055e+03,2.899898453009744799e+02
3.730621770295049089e+01,1.098162365321500644e+01,4.224274841990879992e+00,8.632274165278602140e+00,4.486709456058815704e+01,5.620745631820821586e+01,1.134036175762005882e+01,3.625003848468327305e+03,2.900003078774661844e+02
3.732622103683947046e+01,1.095216430299853982e+01,4.169462652010501813e+00,8.620917603032845378e+00,4.456857736836067119e+01,5.609139692999622184e+01,1.152281956163554888e+01,3.625131448221764913e+03,2.900105158577412112e+02
3.734622437072845003e+01,1.092293526089219569e+01,4.265102381044150626e+00,8.569203152071223073e+00,4.460574741574756530e+01,5.547839833018037581e+01,1.087265091443281051e+01,3.625255867513355952e+03,2.900204694010685103e+02
3.736622770461743670e+01,1.089393692190511231e+01,4.128313235809033088e+00,8.699963906670024727e+00,4.412362742953716577e+01,5.534285836480231779e+01,1.121923093526515380e+01,3.625377108543832946e+03,2.900301686835066448e+02
3.738623103850641627e+01,1.086516967253026245e+01,4.190196998366917391e+00,8.623211607360859787e+00,4.408478886823414911e+01,5.480535230822207637e+01,1.072056343998792904e+01,3.625495173719888498e+03,2.900396138975910958e+02
3.740623437239540294e+01,1.083663389073248062e+01,4.255678387805625462e+00,8.710863377059283152e+00,4.405363739908022325e+01,5.511674058393926146e+01,1.106310318485903821e+01,3.625610065650265369e+03,2.900488052520212250e+02
3.742623770628437541e+01,1.080832994593675522e+01,4.072743544736344035e+00,8.608098531447717860e+00,4.346781977086532578e+01,5.442855057059389878e+01,1.096073079972857300e+01,3.625721787141857021e+03,2.900577429713485458e+02
3.744624104017336208e+01,1.078025819901677451e+01,4.055328447766660460e+00,8.619588952991410480e+00,4.325113723801455734e+01,5.424294960667683085e+01,1.099181236866227351e+01,3.625830341195812252e+03,2.900664272956649938e+02
3.746624437406234165e+01,1.075241900228385816e+01,3.975056910419751954e+00,8.574295170023630064e+00,4.289397146505902469e+01,5.403621526576441880e+01,1.114224380070539233e+01,3.625935731003648471e+03,2.900748584802918799e+02
3.748624770795132832e+01,1.072481269947603444e+01,3.979751939656984927e+00,8.616518553624961996e+00,4.272608736376520255e+01,5.339828673989728003e+01,1.067219937613207570e+01,3.626037959943375427e+03,2.900830367954700364e+02
3.750625104184030789e+01,1.069743962574753127e+01,3.877188607148758681e+00,8.671796695558729340e+00,4.231874559267797054e+01,5.316336882485820325e+01,1.084462323218023094e+01,3.626137031575629408e+03,2.900909625260503617e+02
3.752625437572928746e+01,1.067030010765845915e+01,4.173283113514189679e+00,8.579618871352529652e+00,4.280003414200027834e+01,5.381487956439305975e+01,1.101484542239277964e+01,3.626232949639819708e+03,2.900986359711855584e+02
3.754625770961826703e+01,1.064339446316483340e+01,4.291882021893822952e+00,8.651677596724120178e+00,4.288516294444734456e+01,5.382854344143396474e+01,1.094338049698662196e+01,3.626325718050287378e+03,2.901060574440230084e+02
3.756626104350724660e+01,1.061672300160886273e+01,4.234962136422426582e+00,8.542835631117437600e+00,4.257874303714518049e+01,5.382950596229873241e+01,1.125076292515355014e+01,3.626415340892480799e+03,2.901132272713984435e+02
3.758626437739623327e+01,1.059028602370956307e+01,3.857905443808831603e+00,8.666202008897309739e+00,4.155870886074990267e+01,5.262222345800297774e+01,1.106351459725307862e+01,3.626501822419141263e+03,2.901201457935313215e+02
3.760626771128521284e+01,1.056408382155355952e+01,4.129134359492283579e+00,8.556680010687557569e+00,4.198310390614204124e+01,5.294458520098174148e+01,1.096148129483969846e+01,3.626585167046513561e+03,2.901268133637211122e+02
3.762627104517419951e+01,1.053811667858632362e+01,4.201924838697476794e+00,8.668773428998852282e+00,4.196498827580393964e+01,5.296580088150298593e+01,1.100081260569904984e+01,3.626665379350565217e+03,2.901332303480452310e+02
3.764627437906317198e+01,1.051238486960354734e+01,3.965579981989662883e+00,8.603055886638216521e+00,4.125803765262910616e+01,5.216118931962699889e+01,1.090315166699789273e+01,3.626742464063233001e+03,2.901393971250586219e+02
3.766627771295215865e+01,1.048688866074290971e+01,4.021701562990685375e+00,8.717365061926962255e+00,4.120231341431948380e+01,5.173737953334540407e+01,1.053506611902591850e+01,3.626816426068681267e+03,2.901453140854945332e+02
3.768628104684113822e+01,1.046162830947610445e+01,3.757717748613049302e+00,8.500846736435772044e+00,4.043358235654594068e+01,5.099511727296798824e+01,1.056153491642205111e+01,3.626887270399588033e+03,2.901509816319670563e+02
3.770628438073012489e+01,1.043660406460112711e+01,4.019817412680183999e+00,8.472533911858592504e+00,4.083595168200197634e+01,5.165583846593800388e+01,1.081988678393602754e+01,3.626955002233447431e+03,2.901564001786758240e+02
3.772628771461910446e+01,1.041181616623489958e+01,3.849333939375055635e+00,8.538759199052842419e+00,4.027505809799139769e+01,5.123133967081112417e+01,1.095628157281973003e+01,3.627019626888901257e+03,2.901615701511121301e+02
3.774629104850808403e+01,1.038726484580612031e+01,3.990077981613119551e+00,8.474688972897041594e+00,4.040666654676314806e+01,5.112301948768861592e+01,1.071635294092546609e+01,3.627081149822086900e+03,2.901664919857669815e+02
3.776629438239706360e+01,1.036295032604850874e+01,3.767947500524832183e+00,8.472213192640815294e+00,3.973053974503820029e+01,5.055038017190625510e+01,1.081984042686805658e+01,3.627139576623015728e+03,2.901711661298412537e+02
3.778629771628604317e+01,1.033887282099417604e+01,4.009615069350882521e+00,8.629903167636015837e+00,4.008614225413812449e+01,5.087223861891190779e+01,1.078609636477378508e+01,3.627194913011977405e+03,2.901755930409581765e+02
3.780630105017502984e+01,1.031503253596748593e+01,4.056604753814974984e+00,8.577165036033663981e+00,4.000832848905388772e+01,5.084060611437536181e+01,1.083227762532147409e+01,3.627247164835966942e+03,2.901797731868773553e+02
3.782630438406400941e+01,1.029142966757901867e+01,3.828884477687494847e+00,8.536418328381810028e+00,3.931933912661822461e+01,5.010987467459200673e+01,1.079053554797377856e+01,3.627296338065141299e+03,2.901837070452112926e+02
3.784630771795299609e+01,1.026806440371997553e+01,3.775650615668288079e+00,8.541102625490465172e+00,3.901828284735485397e+01,4.976360262672697843e+01,1.074531977937212268e+01,3.627342438789307835e+03,2.901873951031446381e+02
3.786631105184196855e+01,1.024493692355676089e+01,3.642587017852695563e+00,8.521520933306781842e+00,3.853958630159726084e+01,4.916501248123412893e+01,1.062542617963686631e+01,3.627385473214435933e+03,2.901908378571548610e+02
3.788631438573095522e+01,1.022204739752590363e+01,3.858582565803740039e+00,8.698543407382437920e+00,3.883666270609665361e+01,4.932517130020460883e+01,1.048850859410795699e+01,3.627425447659205474e+03,2.901940358127364448e+02
3.790631771961993479e+01,1.019939598732931074e+01,3.810018029382606031e+00,8.504861088303249161e+00,3.854542141203756955e+01,4.895570399122878769e+01,1.041028257919121813e+01,3.627462368551578493e+03,2.901969894841262771e+02
3.792632105350891436e+01,1.017698284592971625e+01,3.682959542512123097e+00,8.455092377824200867e+00,3.807960575918825441e+01,4.871465681395599034e+01,1.063505105476773771e+01,3.627496242425413129e+03,2.901996993940330754e+02
3.794632438739790103e+01,1.015480811754652279e+01,3.912732905281652407e+00,8.621682689179863246e+00,3.840644576811705235e+01,4.896867513026697338e+01,1.056222936214992458e+01,3.627527075917098955e+03,2.902021660733679482e+02
3.796632772128688060e+01,1.013287193765182437e+01,3.793679955264312564e+00,8.537847878137460711e+00,3.795808896238786900e+01,4.862412357772878124e+01,1.066603461534091579e+01,3.627554875762235497e+03,2.902043900609788238e+02
3.798633105517586017e+01,1.011117443296685892e+01,3.707911547457880097e+00,8.715294183408236250e+00,3.758355831213506093e+01,4.813933475534705053e+01,1.055577644321198605e+01,3.627579648792337139e+03,2.902063719033869802e+02
3.800633438906483974e+01,1.008971572145858531e+01,3.759793099635110103e+00,8.507154204721361523e+00,3.751456570857679651e+01,4.825505704699354226e+01,1.074049133841674397e+01,3.627601401931581222e+03,2.902081121545265319e+02
3.802633772295382641e+01,1.006849591233673991e+01,3.944259471479343748e+00,8.613962301289630474e+00,3.773971527378153468e+01,4.825031557237476676e+01,1.051060029859323386e+01,3.627620142193579341e+03,2.902096113754863609e+02
3.804634105684280598e+01,1.004751510605100329e+01,3.877436458154289056e+00,8.629866945520724641e+00,3.740674902460281004e+01,4.797806733847141913e+01,1.057131831386860910e+01,3.627635876678200930e+03,2.902108701342560835e+02
3.806634439073179266e+01,1.002677339428860037e+01,3.778882700739346845e+00,8.498566704430666974e+00,3.700324057592026605e+01,4.736331375139931055e+01,1.036007317547904272e+01,3.627648612568420958e+03,2.902118890054736653e+02
3.808634772462077223e+01,1.000627085997209420e+01,3.858201682736021709e+00,8.477797281136403740e+00,3.699434478544520033e+01,4.729873945993308126e+01,1.030439467448788093e+01,3.627658357127209911e+03,2.902126685701767883e+02
3.810635105850975179e+01,9.986007577257547396e+00,3.634045089900540315e+00,8.593472737252612959e+00,3.631192166951705502e+01,4.702868011332230935e+01,1.071675844380525255e+01,3.627665117694462879e+03,2.902132094155570599e+02
3.812635439239873136e+01,9.965983611532919895e+00,3.766707313648579802e+00,8.577062483239465962e+00,3.642103234647623111e+01,4.676049167951242680e+01,1.033945933303619924e+01,3.627668901683965032e+03,2.902135121347172344e+02
3.814635772628771093e+01,9.946199019416759768e+00,3.769993630253788197e+00,8.415105422916809630e+00,3.624294683221935998e+01,4.658600220227774003e+01,1.034305537005838005e+01,3.627669716580401655e+03,2.902135773264321301e+02
3.816636106017669761e+01,9.926653848757268861e+00,3.685451028479398872e+00,8.434538011836469451e+00,3.586994548871294342e+01,4.634774163481682052e+01,1.047779614610387533e+01,3.627667569936398650e+03,2.902134055949118761e+02
3.818636439406567717e+01,9.907348138631530077e+00,3.783628014604056400e+00,8.318732770306814572e+00,3.590198035786370667e+01,4.645765432031540598e+01,1.055567396245169931e+01,3.627662469369615792e+03,2.902129975495692520e+02
3.820636772795465674e+01,9.888281919345153881e+00,3.627288484658752310e+00,8.566088249899571849e+00,3.536959029037252122e+01,4.608777340530191680e+01,1.071818311492939380e+01,3.627654422559869545e+03,2.902123538047895863e+02
3.822637106184363631e+01,9.869455212432086455e+00,3.771713081647082966e+00,8.494297227768532466e+00,3.550379776578974855e+01,4.603123781585050978e+01,1.052744005006076300e+01,3.627643437246304984e+03,2.902114749797044055e+02
3.824637439573262299e+01,9.850868030654867269e+00,3.766379089932080593e+00,8.499033590895415102e+00,3.530589146129110389e+01,4.569307448828079998e+01,1.038718302698969254e+01,3.627629521224606833e+03,2.902103616979685512e+02
3.826637772962160255e+01,9.832520378005014550e+00,3.339746364081456864e+00,8.373428587890453301e+00,3.417439705036359499e+01,4.486597924949570171e+01,1.069158219913210672e+01,3.627612682344256427e+03,2.902090145875405369e+02
3.828638106351058923e+01,9.814412249703853064e+00,3.822320545060560626e+00,8.417610839534777512e+00,3.505726363835044168e+01,4.537959957610870987e+01,1.032233593775826996e+01,3.627592928505821419e+03,2.902074342804657476e+02
3.830638439739956880e+01,9.796543632203485785e+00,3.303475786781930879e+00,8.463913800049871483e+00,3.372157220988199100e+01,4.416820879662409993e+01,1.044663658674210538e+01,3.627570267658307330e+03,2.902056214126645841e+02
3.832638773128854837e+01,9.778914503188218532e+00,3.585003891233604634e+00,8.445032676856477849e+00,3.415862330518539380e+01,4.430928508453354908e+01,1.015066177934815528e+01,3.627544707796530474e+03,2.902035766237224266e+02
3.834639106517752793e+01,9.761524831576121386e+00,3.771740584235538929e+00,8.504890703682729480e+00,3.438546420463121933e+01,4.495427473723441381e+01,1.056881053260319447e+01,3.627516256958556824e+03,2.902013005566845436e+02
3.836639439906650750e+01,9.744374577520989789e+00,3.600425143349764934e+00,8.538763396996694510e+00,3.381939160435062774e+01,4.434509988771507949e+01,1.052570828336445175e+01,3.627484923223166788e+03,2.901987938578533317e+02
3.838639773295549418e+01,9.727463692414570318e+00,3.452390363228882375e+00,8.670254274641742143e+00,3.330486914392165687e+01,4.360198853747255043e+01,1.029711939355089534e+01,3.627450714707379120e+03,2.901960571765903296e+02
3.840640106684447375e+01,9.710792118889028046e+00,3.486950478737909531e+00,8.483660579550356573e+00,3.319445035822404577e+01,4.362842408224052804e+01,1.043397372401647871e+01,3.627413639564013920e+03,2.901930911651211318e+02
3.842640440073346042e+01,9.694359790819802924e+00,3.731327686453528525e+00,8.571048337138538642e+00,3.354817143844937988e+01,4.384153632301473635e+01,1.029336488456535825e+01,3.627373705979297938e+03,2.901898964783438259e+02
3.844640773462243288e+01,9.678166633328659785e+00,3.367453058796977761e+00,8.411950153059716939e+00,3.255595383134018306e+01,4.307201103358858063e+01,1.051605720224839580e+01,3.627330922170524445e+03,2.901864737736419784e+02
3.846641106851141956e+01,9.662212562787082959e+00,3.723482381622191806e+00,8.340861950877052067e+00,3.315632237370955693e+01,4.329732908531867963e+01,1.014100671160912093e+01,3.627285296383750847e+03,2.901828237107000632e+02
3.848641440240039913e+01,9.646497486819955114e+00,3.571396990327166954e+00,8.443161196692759773e+00,3.263259052785039671e+01,4.278485873585677268e+01,1.015226820800637597e+01,3.627236836891549956e+03,2.901789469513240078e+02
3.850641773628937869e+01,9.631021304309552278e+00,3.424964242587941854e+00,8.339993417639504969e+00,3.212138590739040467e+01,4.246924671725530231e+01,1.034786080986489765e+01,3.627185551990800377e+03,2.901748441592640120e+02
3.852642107017836537e+01,9.615783905399737819e+00,3.488157660005660965e+00,8.465429153168612331e+00,3.207366464542518258e+01,4.249227387465732875e+01,1.041860922923214439e+01,3.627131450000531913e+03,2.901705160000425394e+02
3.854642440406733783e+01,9.600785171500582749e+00,3.426182377069767693e+00,8.398241597451079343e+00,3.174913471006619758e+01,4.209412492551489748e+01,1.034499021544869812e+01,3.627074539259811900e+03,2.901659631407849815e+02
3.856642773795632451e+01,9.586024975293156558e+00,3.642352888100003128e+00,8.300737492781685489e+00,3.203931654248696503e+01,4.218345644877668121e+01,1.014413990628971263e+01,3.627014828125683380e+03,2.901611862500546977e+02
3.858643107184530407e+01,9.571503180734680427e+00,3.616493194915002096e+00,8.592341307186869059e+00,3.179444059129568600e+01,4.217545601998763516e+01,1.038101542869194560e+01,3.626952324971144208e+03,2.901561859976915230e+02
3.860643440573429075e+01,9.557219643063955772e+00,3.312538631484615248e+00,8.406813433525329060e+00,3.093509659353813390e+01,4.103236659818485776e+01,1.009727000464672209e+01,3.626887038183182995e+03,2.901509630546546532e+02
3.862643773962327032e+01,9.543174208807048586e+00,3.460683824685404364e+00,8.315147053401684474e+00,3.107461622947852575e+01,4.114456854480867065e+01,1.006995231533014312e+01,3.626818976160857801e+03,2.901455180928686559e+02
3.864644107351225699e+01,9.529366715783341490e+00,3.395850994963460767e+00,8.514327889663329429e+00,3.074357297125999366e+01,4.077042045162890815e+01,1.002684748036891449e+01,3.626748147313419395e+03,2.901398517850735743e+02
3.866644440740122945e+01,9.515796993111763413e+00,3.645015030090902997e+00,8.380482038599893713e+00,3.110592133105398815e+01,4.140515408820611754e+01,1.029923275715212760e+01,3.626674560058490442e+03,2.901339648046792377e+02
3.868644774129021613e+01,9.502464861217424286e+00,3.318185339780253873e+00,8.522261175496513630e+00,3.019628398829996740e+01,4.045519012433170758e+01,1.025890613603174017e+01,3.626598222820286082e+03,2.901278578256228684e+02
3.870645107517919570e+01,9.489370131838462896e+00,3.663151640992906355e+00,8.372632887808878266e+00,3.076987147078212104e+01,4.085882172176152238e+01,1.008895025097940135e+01,3.626519144027888615e+03,2.901215315222311233e+02
3.872645440906817527e+01,9.476512608033225149e+00,3.457139879251557524e+00,8.384269171227815676e+00,3.012704739329073078e+01,4.043851295078215458e+01,1.031146555749142202e+01,3.626437332113563116e+03,2.901149865690850334e+02
3.874645774295716194e+01,9.463892084187706999e+00,3.312239071468356055e+00,8.451344259583288832e+00,2.961919709944381296e+01,3.967804049447737214e+01,1.005884339503356273e+01,3.626352795511129898e+03,2.901082236408904009e+02
3.876646107684613440e+01,9.451508346023286933e+00,3.360979767511642180e+00,8.467412369513413140e+00,2.953868108744574528e+01,3.967534996428324234e+01,1.013666887683749707e+01,3.626265542654378805e+03,2.901012434123502999e+02
3.878646441073512108e+01,9.439361170604758655e+00,3.336686056423038504e+00,8.477611150387346584e+00,2.929697734543512766e+01,3.935073540112843204e+01,1.005375805569330261e+01,3.626175581975534442e+03,2.900940465580427485e+02
3.880646774462410065e+01,9.427450326348647991e+00,3.270600593162868996e+00,8.405111505913307468e+00,2.896308269304986638e+01,3.904196925950812158e+01,1.007888656645825520e+01,3.626082921903770966e+03,2.900866337523016796e+02
3.882647107851308732e+01,9.415775573031854861e+00,3.425655999743865365e+00,8.450719371667490876e+00,2.911690993298921981e+01,3.894396384680273826e+01,9.827053913813518449e+00,3.625987570863771907e+03,2.900790056691017753e+02
3.884647441240206689e+01,9.404336661800471120e+00,3.257697028127537919e+00,8.464200629685409538e+00,2.855835654577948546e+01,3.857564101695476211e+01,1.001728447117527310e+01,3.625889537274341365e+03,2.900711629819473387e+02
